Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testhook,Chrome 72.0.3626.121,,2019-03-17 20:40:22,2019-03-17 20:41:53,1m - 30.907s,PASSED
,,,,,,
Test Cases/TestListener,Chrome 72.0.3626.121,,2019-03-17 20:40:23,2019-03-17 20:41:00,36.977s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-03-17 20:40:23,2019-03-17 20:40:45,21.400s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-17 20:40:45,2019-03-17 20:40:48,3.259s,PASSED
"click(findTestObject(""Nopcommerce/Products""))",Chrome 72.0.3626.121,,2019-03-17 20:40:48,2019-03-17 20:40:53,4.631s,PASSED
"click(findTestObject(""Nopcommerce/Downloads""))",Chrome 72.0.3626.121,,2019-03-17 20:40:53,2019-03-17 20:40:57,4.152s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-03-17 20:40:57,2019-03-17 20:41:00,3.094s,PASSED
,,,,,,
Test Cases/TestListener1,Chrome 72.0.3626.121,,2019-03-17 20:41:00,2019-03-17 20:41:53,52.913s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-03-17 20:41:00,2019-03-17 20:41:15,14.445s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-17 20:41:15,2019-03-17 20:41:18,3.147s,PASSED
"click(findTestObject(""Object Repository/Nopcommerce/Registerlink""))",Chrome 72.0.3626.121,,2019-03-17 20:41:18,2019-03-17 20:41:25,6.647s,PASSED
"setText(findTestObject(""Datadriven_OR/Datadriven1/FirstName""), ""Rameshbabu"")",Chrome 72.0.3626.121,,2019-03-17 20:41:25,2019-03-17 20:41:34,8.646s,PASSED
"setText(findTestObject(""Datadriven_OR/Datadriven1/Lastname""), ""Gvs"")",Chrome 72.0.3626.121,,2019-03-17 20:41:34,2019-03-17 20:41:42,8.320s,PASSED
"setText(findTestObject(""Datadriven_OR/Datadriven1/E-Mail""), ""ramgvs4@gmail.com"")",Chrome 72.0.3626.121,,2019-03-17 20:41:42,2019-03-17 20:41:50,8.388s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-03-17 20:41:50,2019-03-17 20:41:53,2.898s,PASSED
